nome_municipio,codigo_ibge,SG_UF,FEMININO,MASCULINO,NÃO DIVULGÁVEL,NÃO INFORMADO
MARATÁ,4311791,RS,2,49,0,1
MARAU,4311809,RS,4,47,0,0
MARAVILHA,2704609,AL,9,42,0,0
MARAVILHA,4210506,SC,10,50,0,0
MARAVILHAS,3139706,MG,7,43,0,0
MARAÃ,1302801,AM,4,48,0,0
MARAÚ,2920700,BA,3,53,0,0
MARCAÇÃO,2509057,PB,12,39,0,0
MARCELINO RAMOS,4311908,RS,3,50,0,0
MARCELINO VIEIRA,2407302,RN,9,43,0,0
MARCELÂNDIA,5105580,MT,6,43,0,0
MARCIONÍLIO SOUZA,2920809,BA,10,40,0,0
MARCO,2307809,CE,14,46,0,0
MARCOLÂNDIA,2205953,PI,10,42,0,0
MARCOS PARENTE,2206001,PI,14,37,0,0
MARECHAL CÂNDIDO RONDON,4114609,PR,2,60,0,0
MARECHAL DEODORO,2704708,AL,6,59,0,0
MARECHAL FLORIANO,3203346,ES,2,46,0,0
MARECHAL THAUMATURGO,1200351,AC,4,47,0,0
MAREMA,4210555,SC,4,44,0,0
MARI,2509107,PB,18,41,0,0
MARIA DA FÉ,3139904,MG,6,43,0,0
MARIA HELENA,4114708,PR,6,43,0,0
MARIALVA,4114807,PR,9,43,0,0
MARIANA,3140001,MG,5,67,0,0
MARIANA PIMENTEL,4311981,RS,5,46,0,0
MARIANO MORO,4312005,RS,4,48,0,0
MARIANÓPOLIS DO TOCANTINS,1712504,TO,6,44,0,0
MARIBONDO,2704807,AL,9,42,0,0
MARICÁ,3302700,RJ,2,73,0,0
MARILAC,3140100,MG,8,43,0,0
MARILENA,4115002,PR,6,44,0,0
MARILUZ,4115101,PR,6,43,0,0
MARILÂNDIA,3203353,ES,3,47,0,0
MARILÂNDIA DO SUL,4114906,PR,7,43,0,0
MARINGÁ,4115200,PR,10,75,0,0
MARINÓPOLIS,3529104,SP,9,43,0,0
MARIPÁ,4115358,PR,9,41,0,0
MARIPÁ DE MINAS,3140209,MG,5,45,0,0
MARITUBA,1504422,PA,4,62,0,0
MARIZÓPOLIS,2509156,PB,10,42,0,0
MARIÁPOLIS,3528908,SP,9,43,0,0
MARIÓPOLIS,4115309,PR,7,45,0,0
MARLIÉRIA,3140308,MG,5,43,0,0
MARMELEIRO,4115408,PR,6,47,0,0
MARMELÓPOLIS,3140407,MG,5,45,0,0
MARQUES DE SOUZA,4312054,RS,10,39,0,0
MARQUINHO,4115457,PR,2,48,0,0
MARTINHO CAMPOS,3140506,MG,5,47,0,0
MARTINS,2407401,RN,6,47,0,0
MARTINS SOARES,3140530,MG,4,45,0,0
MARTINÓPOLE,2307908,CE,10,42,0,0
MARTINÓPOLIS,3529203,SP,12,45,0,0
MARUIM,2804003,SE,6,50,0,0
MARUMBI,4115507,PR,7,45,0,0
MARZAGÃO,5212907,GO,7,45,0,0
MARÍLIA,3529005,SP,5,72,0,0
MASCOTE,2920908,BA,8,41,0,0
MASSAPÊ,2308005,CE,7,62,0,0
MASSAPÊ DO PIAUÍ,2206050,PI,4,48,0,0
MASSARANDUBA,2509206,PB,5,49,0,0
MASSARANDUBA,4210605,SC,1,48,0,0
MATA,4312104,RS,3,49,0,0
MATA DE SÃO JOÃO,2921005,BA,9,56,0,0
MATA GRANDE,2705002,AL,16,43,0,0
MATA ROMA,2106409,MA,13,46,0,0
MATA VERDE,3140555,MG,16,35,0,0
MATARACA,2509305,PB,10,41,0,0
MATEIROS,1712702,TO,7,44,0,0
MATELÂNDIA,4115606,PR,12,46,0,0
MATERLÂNDIA,3140605,MG,5,46,0,0
MATEUS LEME,3140704,MG,3,49,0,0
MATHIAS LOBATO,3171501,MG,6,42,0,0
MATIAS BARBOSA,3140803,MG,5,43,0,0
MATIAS CARDOSO,3140852,MG,4,44,0,0
MATIAS OLÍMPIO,2206100,PI,7,45,0,0
MATINA,2921054,BA,4,48,0,0
MATINHA,2106508,MA,12,46,0,0
MATINHAS,2509339,PB,11,40,0,0
MATINHOS,4115705,PR,3,50,0,0
MATIPÓ,3140902,MG,3,54,0,0
MATO CASTELHANO,4312138,RS,9,43,0,0
MATO GROSSO,2509370,PB,11,42,0,0
MATO LEITÃO,4312153,RS,7,43,0,0
MATO QUEIMADO,4312179,RS,11,42,0,0
MATO RICO,4115739,PR,7,45,0,0
MATO VERDE,3141009,MG,5,49,0,0
MATOS COSTA,4210704,SC,4,46,0,0
MATOZINHOS,3141108,MG,6,56,0,0
MATRINCHÃ,5212956,GO,8,43,0,0
MATRIZ DE CAMARAGIBE,2705101,AL,4,49,0,0
MATUPÁ,5105606,MT,6,44,0,0
MATURÉIA,2509396,PB,2,50,0,0
MATUTINA,3141207,MG,11,41,0,0
MATÃO,3529302,SP,4,63,0,0
MATÕES,2106607,MA,15,49,0,0
MATÕES DO NORTE,2106631,MA,10,38,0,0
MAURILÂNDIA,5213004,GO,7,43,0,0
MAURILÂNDIA DO TOCANTINS,1712801,TO,17,35,0,0
MAURITI,2308104,CE,8,64,0,0
MAUÁ,3529401,SP,5,110,0,0
MAUÁ DA SERRA,4115754,PR,2,48,0,0
MAUÉS,1302900,AM,11,60,0,0
MAXARANGUAPE,2407500,RN,11,39,0,0
MAXIMILIANO DE ALMEIDA,4312203,RS,11,40,0,0
MAZAGÃO,1600402,AP,10,47,0,0
MAÇAMBARÁ,4311718,RS,16,36,0,0
MEDEIROS,3141306,MG,6,45,0,0
MEDEIROS NETO,2921104,BA,14,46,0,0
MEDIANEIRA,4115804,PR,10,37,0,0
MEDICILÂNDIA,1504455,PA,7,48,0,0
MEDINA,3141405,MG,0,58,0,0
MELEIRO,4210803,SC,8,43,0,0
MELGAÇO,1504505,PA,1,54,0,0
MENDES,3302809,RJ,4,46,0,0
MENDES PIMENTEL,3141504,MG,5,48,0,0
MENDONÇA,3529500,SP,8,44,0,0
MERCEDES,4115853,PR,11,41,0,0
MERCÊS,3141603,MG,6,46,0,0
MERIDIANO,3529609,SP,4,46,0,0
MERUOCA,2308203,CE,11,45,0,0
MESQUITA,3141702,MG,3,45,0,0
MESQUITA,3302858,RJ,5,54,0,0
MESSIAS,2705200,AL,5,49,0,0
MESSIAS TARGINO,2407609,RN,4,48,0,0
MESÓPOLIS,3529658,SP,12,40,0,0
MIGUEL ALVES,2206209,PI,10,56,0,0
MIGUEL CALMON,2921203,BA,7,53,0,0
MIGUEL LEÃO,2206308,PI,13,39,0,0
MIGUEL PEREIRA,3302908,RJ,3,53,0,0
MIGUELÓPOLIS,3529708,SP,7,52,0,0
MILAGRES,2308302,CE,9,55,0,0
MILAGRES,2921302,BA,14,34,0,0
MILAGRES DO MARANHÃO,2106672,MA,10,40,0,0
MILHÃ,2308351,CE,12,41,0,0
MILTON BRANDÃO,2206357,PI,6,46,0,0
MIMOSO DE GOIÁS,5213053,GO,3,46,0,0
MIMOSO DO SUL,3203403,ES,3,51,0,0
MINADOR DO NEGRÃO,2705309,AL,8,44,0,0
MINAS DO LEÃO,4312252,RS,5,47,0,0
MINAS NOVAS,3141801,MG,5,60,0,0
MINAÇU,5213087,GO,9,57,0,0
MINDURI,3141900,MG,6,44,0,0
MINEIROS,5213103,GO,13,58,0,0
MINEIROS DO TIETÊ,3529807,SP,9,40,0,0
MINISTRO ANDREAZZA,1101203,RO,12,40,0,0
MIRA ESTRELA,3530003,SP,9,44,0,0
MIRABELA,3142007,MG,3,49,0,0
MIRACATU,3529906,SP,7,45,0,0
MIRACEMA,3303005,RJ,4,54,0,0
MIRACEMA DO TOCANTINS,1713205,TO,6,50,0,0
MIRADOR,2106706,MA,7,52,0,0
MIRADOR,4115903,PR,6,46,0,0
MIRADOURO,3142106,MG,8,46,0,0
MIRAGUAÍ,4312302,RS,5,46,0,0
MIRANDA,5005608,MS,14,43,0,0
MIRANDA DO NORTE,2106755,MA,7,49,0,0
MIRANDIBA,2609303,PE,6,49,0,0
MIRANDÓPOLIS,3530102,SP,8,46,0,0
MIRANGABA,2921401,BA,13,46,0,0
MIRANORTE,1713304,TO,9,40,0,0
MIRANTE,2921450,BA,4,47,0,0
MIRANTE DA SERRA,1101302,RO,3,46,0,0
MIRANTE DO PARANAPANEMA,3530201,SP,7,44,0,0
MIRASELVA,4116000,PR,4,47,0,0
MIRASSOL,3530300,SP,5,52,0,0
MIRASSOL D'OESTE,5105622,MT,10,42,0,0
MIRASSOLÂNDIA,3530409,SP,10,42,0,0
MIRAVÂNIA,3142254,MG,7,45,0,0
MIRAÍ,3142205,MG,7,46,0,0
MIRAÍMA,2308377,CE,8,46,0,0
MIRIM DOCE,4210852,SC,6,45,0,0
MIRINZAL,2106805,MA,5,44,0,0
MISSAL,4116059,PR,5,46,0,0
MISSÃO VELHA,2308401,CE,11,60,0,0
MOCAJUBA,1504604,PA,8,48,0,0
MOCOCA,3530508,SP,13,60,0,0
MODELO,4210902,SC,8,43,0,0
MOEDA,3142304,MG,3,47,0,0
MOEMA,3142403,MG,5,44,0,0
MOGEIRO,2509404,PB,8,48,0,0
MOGI DAS CRUZES,3530607,SP,16,96,0,0
MOGI GUAÇU,3530706,SP,3,63,0,0
MOGI MIRIM,3530805,SP,18,69,0,0
MOIPORÁ,5213400,GO,4,48,0,0
MOITA BONITA,2804102,SE,8,44,0,0
MOJU,1504703,PA,20,50,0,0
MOJUÍ DOS CAMPOS,1504752,PA,3,26,0,0
MOMBAÇA,2308500,CE,11,63,0,0
MOMBUCA,3530904,SP,5,49,0,0
MONDAÍ,4211009,SC,10,44,0,0
MONGAGUÁ,3531100,SP,0,66,0,0
MONJOLOS,3142502,MG,3,46,0,0
MONSENHOR GIL,2206407,PI,6,45,0,0
MONSENHOR HIPÓLITO,2206506,PI,13,38,0,0
MONSENHOR PAULO,3142601,MG,14,38,0,0
MONSENHOR TABOSA,2308609,CE,8,51,0,0
MONTADAS,2509503,PB,6,46,0,0
MONTALVÂNIA,3142700,MG,3,56,0,0
MONTANHA,3203502,ES,8,45,0,0
MONTANHAS,2407708,RN,20,32,0,0
MONTAURI,4312351,RS,9,44,0,0
MONTE ALEGRE,1504802,PA,14,59,0,0
MONTE ALEGRE,2407807,RN,17,43,0,0
MONTE ALEGRE DE GOIÁS,5213509,GO,7,41,0,0
MONTE ALEGRE DE MINAS,3142809,MG,8,49,0,0
MONTE ALEGRE DE SERGIPE,2804201,SE,6,50,0,0
MONTE ALEGRE DO PIAUÍ,2206605,PI,1,49,0,0
MONTE ALEGRE DO SUL,3531209,SP,7,43,0,0
MONTE ALEGRE DOS CAMPOS,4312377,RS,8,43,0,0
MONTE ALTO,3531308,SP,6,61,0,0
MONTE APRAZÍVEL,3531407,SP,5,49,0,0
MONTE AZUL,3142908,MG,9,55,0,0
MONTE AZUL PAULISTA,3531506,SP,6,55,0,0
MONTE BELO,3143005,MG,9,42,0,0
MONTE BELO DO SUL,4312385,RS,7,44,0,0
MONTE CARLO,4211058,SC,12,38,0,0
MONTE CARMELO,3143104,MG,2,53,0,0
MONTE CASTELO,3531605,SP,10,42,0,0
MONTE CASTELO,4211108,SC,8,40,0,0
MONTE DAS GAMELEIRAS,2407906,RN,13,39,0,0
MONTE DO CARMO,1713601,TO,5,43,0,0
MONTE FORMOSO,3143153,MG,7,43,0,0
MONTE HOREBE,2509602,PB,8,54,0,0
MONTE MOR,3531803,SP,9,56,0,0
MONTE NEGRO,1101401,RO,5,44,0,0
MONTE SANTO,2921500,BA,11,64,0,0
MONTE SANTO DE MINAS,3143203,MG,9,50,0,0
MONTE SANTO DO TOCANTINS,1713700,TO,5,46,0,0
MONTE SIÃO,3143401,MG,1,48,0,0
MONTEIRO,2509701,PB,9,60,0,0
MONTEIRO LOBATO,3531704,SP,2,48,0,0
MONTEIRÓPOLIS,2705408,AL,5,46,0,0
MONTENEGRO,4312401,RS,10,46,0,0
MONTES ALTOS,2107001,MA,9,43,0,0
MONTES CLAROS,3143302,MG,11,100,0,0
MONTES CLAROS DE GOIÁS,5213707,GO,4,47,0,0
MONTEZUMA,3143450,MG,14,35,0,0
MONTIVIDIU,5213756,GO,7,43,0,0
MONTIVIDIU DO NORTE,5213772,GO,7,43,0,0
MONÇÃO,2106904,MA,14,47,0,0
MONÇÕES,3531001,SP,8,43,0,0
MORADA NOVA,2308708,CE,16,64,0,0
MORADA NOVA DE MINAS,3143500,MG,7,43,0,0
MORAÚJO,2308807,CE,9,43,0,0
MOREILÂNDIA,2614303,PE,6,45,0,0
MOREIRA SALES,4116109,PR,10,39,0,0
MORENO,2609402,PE,5,54,0,0
MORMAÇO,4312427,RS,11,41,0,0
MORPARÁ,2921609,BA,9,43,0,0
MORRETES,4116208,PR,8,49,0,0
MORRINHOS,2308906,CE,12,48,0,0
MORRINHOS,5213806,GO,6,58,0,0
MORRINHOS DO SUL,4312443,RS,11,41,0,0
MORRO AGUDO,3531902,SP,4,52,0,0
MORRO AGUDO DE GOIÁS,5213855,GO,10,42,0,0
MORRO CABEÇA NO TEMPO,2206654,PI,5,46,0,0
MORRO DA FUMAÇA,4211207,SC,8,46,0,0
MORRO DA GARÇA,3143609,MG,5,46,0,0
MORRO DO CHAPÉU,2921708,BA,14,49,0,0
MORRO DO CHAPÉU DO PIAUÍ,2206670,PI,4,48,0,0
MORRO DO PILAR,3143708,MG,8,41,0,0
MORRO GRANDE,4211256,SC,15,36,0,0
MORRO REDONDO,4312450,RS,17,34,0,0
MORRO REUTER,4312476,RS,8,43,0,0
MORROS,2107100,MA,8,46,0,0
MORTUGABA,2921807,BA,11,42,0,0
MORUNGABA,3532009,SP,6,48,0,0
MOSSORÓ,2408003,RN,14,92,0,0
MOSSÂMEDES,5213905,GO,6,45,0,0
MOSTARDAS,4312500,RS,6,44,0,0
MOTUCA,3532058,SP,13,35,0,0
MOZARLÂNDIA,5214002,GO,7,47,0,0
MUANÁ,1504901,PA,11,42,1,0
MUCAJAÍ,1400308,RR,4,49,0,0
MUCAMBO,2309003,CE,7,47,0,0
MUCUGÊ,2921906,BA,3,48,0,0
MUCURI,2922003,BA,3,59,0,0
MUCURICI,3203601,ES,3,48,0,0
MUITOS CAPÕES,4312617,RS,12,40,0,0
MULITERNO,4312625,RS,10,42,0,0
MULUNGU,2309102,CE,5,44,0,0
MULUNGU,2509800,PB,12,43,0,0
MULUNGU DO MORRO,2922052,BA,4,46,0,0
MUNDO NOVO,2922102,BA,8,53,0,0
MUNDO NOVO,5005681,MS,7,50,0,0
MUNDO NOVO,5214051,GO,6,42,0,0
MUNHOZ,3143807,MG,10,41,0,0
MUNHOZ DE MELO,4116307,PR,10,40,0,0
MUNIZ FERREIRA,2922201,BA,10,39,0,0
MUNIZ FREIRE,3203700,ES,1,49,0,0
MUQUI,3203809,ES,1,50,0,0
MUQUÉM DO SÃO FRANCISCO,2922250,BA,13,38,0,0
MURIAÉ,3143906,MG,5,69,0,0
MURIBECA,2804300,SE,8,42,0,0
MURICI,2705507,AL,10,50,0,0
MURICI DOS PORTELAS,2206696,PI,9,42,0,0
MURICILÂNDIA,1713957,TO,9,42,0,0
MURITIBA,2922300,BA,6,52,0,0
MURUTINGA DO SUL,3532108,SP,8,46,0,0
MUTUM,3144003,MG,6,53,0,0
MUTUNÓPOLIS,5214101,GO,14,37,0,0
MUTUÍPE,2922409,BA,11,47,0,0
MUZAMBINHO,3144102,MG,6,49,0,0
MUÇUM,4312609,RS,1,50,0,0
MÁRIO CAMPOS,3140159,MG,9,39,0,0
MÂNCIO LIMA,1200336,AC,9,43,1,0
MÃE D'ÁGUA,2508703,PB,7,45,0,0
MÃE DO RIO,1504059,PA,12,43,0,0
NACIP RAYDAN,3144201,MG,11,40,0,0
NANTES,3532157,SP,8,43,0,0
NANUQUE,3144300,MG,10,54,0,0
NAQUE,3144359,MG,10,39,0,0
NARANDIBA,3532207,SP,3,49,0,0
NATAL,2408102,RN,21,120,0,0
NATALÂNDIA,3144375,MG,7,43,0,0
NATIVIDADE,1714203,TO,4,47,0,0
NATIVIDADE,3303104,RJ,2,55,0,0
NATIVIDADE DA SERRA,3532306,SP,2,49,0,0
NATUBA,2509909,PB,12,44,0,0
NATÉRCIA,3144409,MG,9,42,0,0
NAVEGANTES,4211306,SC,8,50,0,0
NAVIRAÍ,5005707,MS,8,57,0,0
NAZARENO,3144508,MG,3,44,0,0
NAZAREZINHO,2510006,PB,8,46,0,0
NAZARÉ,1714302,TO,12,40,0,0
NAZARÉ,2922508,BA,8,47,0,0
NAZARÉ DA MATA,2609501,PE,8,56,0,0
NAZARÉ DO PIAUÍ,2206704,PI,9,43,0,0
NAZARÉ PAULISTA,3532405,SP,6,50,0,0
NAZÁRIA,2206720,PI,7,25,0,0
NAZÁRIO,5214408,GO,10,39,0,0
NEPOMUCENO,3144607,MG,10,46,0,0
NERÓPOLIS,5214507,GO,5,49,0,0
NEVES PAULISTA,3532504,SP,4,46,0,0
NEÓPOLIS,2804409,SE,12,47,0,0
NHAMUNDÁ,1303007,AM,3,50,0,0
NHANDEARA,3532603,SP,5,44,0,0
NICOLAU VERGUEIRO,4312674,RS,6,46,0,0
NILO PEÇANHA,2922607,BA,4,44,0,1
NILÓPOLIS,3303203,RJ,4,69,0,0
NINA RODRIGUES,2107209,MA,16,35,0,0
NINHEIRA,3144656,MG,4,47,0,0
NIOAQUE,5005806,MS,5,44,0,0
NIPOÃ,3532702,SP,5,44,0,0
NIQUELÂNDIA,5214606,GO,5,60,0,0
NITERÓI,3303302,RJ,8,98,0,0
NOBRES,5105903,MT,13,42,0,0
NONOAI,4312708,RS,13,39,0,0
NORDESTINA,2922656,BA,4,46,0,0
NORMANDIA,1400407,RR,9,44,0,0
NORTELÂNDIA,5106000,MT,4,46,0,0
NOSSA SENHORA APARECIDA,2804458,SE,9,43,0,0
NOSSA SENHORA DA GLÓRIA,2804508,SE,20,45,0,0
NOSSA SENHORA DAS DORES,2804607,SE,0,58,0,0
NOSSA SENHORA DAS GRAÇAS,4116406,PR,4,46,0,0
NOSSA SENHORA DE LOURDES,2804706,SE,5,47,0,0
NOSSA SENHORA DE NAZARÉ,2206753,PI,4,48,0,0
NOSSA SENHORA DO LIVRAMENTO,5106109,MT,7,38,0,0
NOSSA SENHORA DO SOCORRO,2804805,SE,19,77,0,0
NOSSA SENHORA DOS REMÉDIOS,2206803,PI,1,48,0,0
NOVA ALIANÇA,3532801,SP,9,45,0,0
NOVA ALIANÇA DO IVAÍ,4116505,PR,6,45,0,0
NOVA ALVORADA,4312757,RS,7,45,0,0
NOVA ALVORADA DO SUL,5006002,MS,12,45,0,0
NOVA AMÉRICA,5214705,GO,3,49,0,0
NOVA AMÉRICA DA COLINA,4116604,PR,9,39,0,0
NOVA ANDRADINA,5006200,MS,7,58,0,0
NOVA ARAÇÁ,4312807,RS,8,44,0,0
NOVA AURORA,4116703,PR,9,41,0,0
NOVA AURORA,5214804,GO,6,46,0,0
NOVA BANDEIRANTES,5106158,MT,7,40,0,0
NOVA BASSANO,4312906,RS,6,44,0,0
NOVA BELÉM,3144672,MG,6,45,0,0
NOVA BOA VISTA,4312955,RS,8,44,0,0
NOVA BRASILÂNDIA,5106208,MT,7,45,0,0
NOVA BRASILÂNDIA DO OESTE,1100148,RO,2,46,0,0
NOVA BRÉSCIA,4313003,RS,7,45,0,0
NOVA CAMPINA,3532827,SP,11,38,0,0
NOVA CANAÃ,2922706,BA,7,53,0,0
NOVA CANAÃ DO NORTE,5106216,MT,11,41,0,0
NOVA CANAÃ PAULISTA,3532843,SP,4,48,0,0
NOVA CANDELÁRIA,4313011,RS,6,47,0,0
NOVA CANTU,4116802,PR,2,47,0,0
NOVA CASTILHO,3532868,SP,6,45,0,0
NOVA COLINAS,2107258,MA,9,42,0,0
NOVA CRIXÁS,5214838,GO,7,42,0,0
NOVA CRUZ,2408300,RN,12,55,0,0
NOVA ERA,3144706,MG,5,45,0,0
NOVA ERECHIM,4211405,SC,7,45,0,0
NOVA ESPERANÇA,4116901,PR,8,46,0,0
NOVA ESPERANÇA DO PIRIÁ,1504950,PA,10,41,0,0
NOVA ESPERANÇA DO SUDOESTE,4116950,PR,3,50,0,0
NOVA ESPERANÇA DO SUL,4313037,RS,8,44,0,0
NOVA EUROPA,3532900,SP,11,35,0,0
NOVA FLORESTA,2510105,PB,6,47,0,0
NOVA FRIBURGO,3303401,RJ,6,91,0,0
NOVA FÁTIMA,2922730,BA,8,44,0,0
NOVA FÁTIMA,4117008,PR,2,49,0,0
NOVA GLÓRIA,5214861,GO,7,44,0,0
NOVA GRANADA,3533007,SP,7,45,0,0
NOVA GUARITA,5108808,MT,11,40,0,0
NOVA GUATAPORANGA,3533106,SP,6,47,0,0
NOVA HARTZ,4313060,RS,6,47,0,0
NOVA IBIÁ,2922755,BA,6,45,0,0
NOVA IGUAÇU,3303500,RJ,9,99,0,0
NOVA IGUAÇU DE GOIÁS,5214879,GO,11,39,0,0
NOVA INDEPENDÊNCIA,3533205,SP,12,40,0,0
NOVA IORQUE,2107308,MA,5,47,0,0
NOVA IPIXUNA,1504976,PA,8,40,0,0
NOVA ITABERABA,4211454,SC,5,45,0,0
NOVA ITARANA,2922805,BA,14,38,0,0
NOVA LACERDA,5106182,MT,6,43,0,0
NOVA LARANJEIRAS,4117057,PR,7,44,0,0
NOVA LIMA,3144805,MG,7,53,0,0
NOVA LONDRINA,4117107,PR,5,45,0,0
NOVA LUZITÂNIA,3533304,SP,8,45,0,0
NOVA MAMORÉ,1100338,RO,3,51,0,0
NOVA MARILÂNDIA,5108857,MT,6,47,0,0
NOVA MARINGÁ,5108907,MT,2,46,0,0
NOVA MONTE VERDE,5108956,MT,10,41,0,0
NOVA MUTUM,5106224,MT,4,48,0,0
NOVA MÓDICA,3144904,MG,9,42,0,0
NOVA NAZARÉ,5106174,MT,8,32,0,0
NOVA ODESSA,3533403,SP,8,43,0,0
NOVA OLINDA,1714880,TO,6,45,0,0
NOVA OLINDA,2309201,CE,17,41,0,0
NOVA OLINDA,2510204,PB,6,47,0,0
NOVA OLINDA DO MARANHÃO,2107357,MA,10,47,0,0
NOVA OLINDA DO NORTE,1303106,AM,8,53,0,0
NOVA OLÍMPIA,4117206,PR,9,43,0,0
NOVA OLÍMPIA,5106232,MT,3,45,0,0
NOVA PALMA,4313102,RS,8,44,0,0
NOVA PALMEIRA,2510303,PB,10,42,0,0
NOVA PETRÓPOLIS,4313201,RS,3,53,0,0
NOVA PONTE,3145000,MG,6,42,0,0
NOVA PORTEIRINHA,3145059,MG,15,36,0,0
NOVA PRATA,4313300,RS,5,54,0,0
NOVA PRATA DO IGUAÇU,4117255,PR,5,46,0,0
NOVA PÁDUA,4313086,RS,8,44,0,0
NOVA RAMADA,4313334,RS,6,46,0,0
NOVA REDENÇÃO,2922854,BA,4,47,0,0
NOVA RESENDE,3145109,MG,7,43,0,0
NOVA ROMA,5214903,GO,4,48,0,0
NOVA ROMA DO SUL,4313359,RS,5,46,0,0
NOVA ROSALÂNDIA,1715002,TO,8,43,0,0
NOVA RUSSAS,2309300,CE,19,54,0,0
NOVA SANTA BÁRBARA,4117214,PR,10,42,0,0
NOVA SANTA HELENA,5106190,MT,6,46,0,0
NOVA SANTA RITA,2207959,PI,2,49,0,0
NOVA SANTA RITA,4313375,RS,9,45,0,0
NOVA SANTA ROSA,4117222,PR,10,41,0,0
NOVA SERRANA,3145208,MG,3,56,0,0
NOVA SOURE,2922904,BA,4,53,0,0
NOVA TEBAS,4117271,PR,5,46,0,0
NOVA TIMBOTEUA,1505007,PA,4,45,0,0
NOVA TRENTO,4211504,SC,9,43,0,0
NOVA UBIRATÃ,5106240,MT,8,44,0,0
NOVA UNIÃO,1101435,RO,11,39,0,0
NOVA UNIÃO,3136603,MG,4,44,0,0
NOVA VENEZA,4211603,SC,1,50,0,0
NOVA VENEZA,5215009,GO,3,47,0,0
NOVA VENÉCIA,3203908,ES,5,58,0,0
NOVA VIÇOSA,2923001,BA,5,58,0,0
NOVA XAVANTINA,5106257,MT,3,55,0,0
NOVAIS,3533254,SP,0,50,0,0
NOVO ACORDO,1715101,TO,10,41,0,0
NOVO AIRÃO,1303205,AM,6,35,0,0
NOVO ALEGRE,1715150,TO,10,42,0,0
NOVO ARIPUANÃ,1303304,AM,12,44,0,0
NOVO BARREIRO,4313490,RS,12,40,0,0
NOVO BRASIL,5215207,GO,5,47,0,0
NOVO CABRAIS,4313391,RS,5,46,0,0
NOVO CRUZEIRO,3145307,MG,3,63,0,0
NOVO GAMA,5215231,GO,8,59,0,0
NOVO HAMBURGO,4313409,RS,8,75,0,0
NOVO HORIZONTE,2923035,BA,4,48,0,0
NOVO HORIZONTE,3533502,SP,9,58,0,0
NOVO HORIZONTE,4211652,SC,9,43,0,0
NOVO HORIZONTE DO NORTE,5106273,MT,6,44,0,0
NOVO HORIZONTE DO OESTE,1100502,RO,3,45,0,0
NOVO HORIZONTE DO SUL,5006259,MS,8,39,0,0
NOVO ITACOLOMI,4117297,PR,3,47,0,0
NOVO JARDIM,1715259,TO,9,42,0,0
NOVO LINO,2705606,AL,5,43,1,0
NOVO MACHADO,4313425,RS,6,46,0,0
NOVO MUNDO,5106265,MT,6,45,0,0
NOVO ORIENTE,2309409,CE,15,48,0,0
NOVO ORIENTE DE MINAS,3145356,MG,7,42,0,0
NOVO ORIENTE DO PIAUÍ,2206902,PI,10,40,0,0
NOVO PLANALTO,5215256,GO,7,45,0,0
NOVO PROGRESSO,1505031,PA,8,44,0,0
NOVO REPARTIMENTO,1505064,PA,8,54,0,0
NOVO SANTO ANTÔNIO,2206951,PI,13,38,0,0
NOVO SANTO ANTÔNIO,5106315,MT,12,40,0,0
NOVO SÃO JOAQUIM,5106281,MT,3,47,0,0
NOVO TIRADENTES,4313441,RS,4,47,0,0
NOVO TRIUNFO,2923050,BA,9,49,0,0
NOVO XINGU,4313466,RS,7,44,0,0
NOVORIZONTE,3145372,MG,4,48,0,0
NUPORANGA,3533601,SP,4,50,0,0
NÃO-ME-TOQUE,4312658,RS,8,44,0,0
NÍSIA FLORESTA,2408201,RN,7,51,0,0
OCARA,2309458,CE,2,55,0,0
OCAUÇU,3533700,SP,8,45,0,0
OEIRAS,2207009,PI,7,55,0,0
OEIRAS DO PARÁ,1505205,PA,13,41,0,0
OIAPOQUE,1600501,AP,10,45,0,0
OLARIA,3145406,MG,11,41,0,0
OLHO D'ÁGUA,2510402,PB,3,50,0,0
OLHO D'ÁGUA DAS CUNHÃS,2107407,MA,12,46,0,0
OLHO D'ÁGUA DAS FLORES,2705705,AL,9,47,0,0
OLHO D'ÁGUA DO BORGES,2408409,RN,23,28,0,0
OLHO D'ÁGUA DO CASADO,2705804,AL,5,47,0,0
OLHO D'ÁGUA DO PIAUÍ,2207108,PI,7,44,0,0
OLHO D'ÁGUA GRANDE,2705903,AL,9,43,0,0
OLHOS D'ÁGUA,3145455,MG,10,40,0,0
OLINDA,2609600,PE,7,84,0,0
OLINDA NOVA DO MARANHÃO,2107456,MA,10,39,0,0
OLINDINA,2923100,BA,12,46,0,0
OLIVEDOS,2510501,PB,9,43,0,0
OLIVEIRA,3145604,MG,4,60,0,0
OLIVEIRA DE FÁTIMA,1715507,TO,5,47,0,0
OLIVEIRA DOS BREJINHOS,2923209,BA,6,53,0,0
OLIVEIRA FORTES,3145703,MG,0,50,0,0
OLIVENÇA,2706000,AL,15,36,0,0
OLÍMPIA,3533908,SP,5,55,0,0
OLÍMPIO NORONHA,3145505,MG,2,48,0,0
ONDA VERDE,3534005,SP,7,43,0,0
ONÇA DE PITANGUI,3145802,MG,4,45,0,0
ORATÓRIOS,3145851,MG,6,43,0,0
ORIENTE,3534104,SP,3,47,0,0
ORINDIÚVA,3534203,SP,11,41,0,0
ORIXIMINÁ,1505304,PA,9,64,0,0
ORIZONA,5215306,GO,7,45,0,0
ORIZÂNIA,3145877,MG,6,44,0,0
